#gene	sample1	sample2	sample3	sample7	sample8	sample9
TLCD2	514	336	789	503	522	465
WDR81	2691	2958	5270	4070	2472	3382
SERPINF2	3774	1411	2067	1493	1641	1497
SERPINF1	247	182	169	128	227	206
SMYD4	1885	2010	1314	1447	1677	1203
RPA1	7737	2434	12386	4319	3538	3005
RTN4RL1	8553	10066	6237	6305	5465	3935
DPH1	821	483	702	635	461	358
OVCA2	3656	1307	1958	3280	2608	2916
HIC1	427	307	254	134	330	324
SMG6	2539	2770	1672	1434	1124	2533
SRR	135	143	200	116	181	67
TSR1	335	693	1083	623	619	334
SGSM2	27	59	43	21	17	56
MNT	1954	1032	1783	1501	2055	1662
METTL16	566	820	797	1738	478	253
PAFAH1B1	966	738	718	599	702	649
CLUH	530	707	1155	442	500	591
RAP1GAP2	5268	10273	4468	12010	10455	8888
OR1D5	996	881	1234	1130	1616	707
OR1D2	9772	7687	6496	1786	4789	7133
OR1G1	8269	3636	18921	1655	4697	13393
OR1A2	514	1276	866	765	300	1076
OR1A1	2963	2661	4812	2153	1583	2397
OR3A2	731	312	801	190	597	367
OR3A1	101	138	69	64	102	107
OR1E1	1353	3411	2156	1259	868	2519
OR3A3	3815	2501	2179	709	2639	2127
OR1E2	124	159	162	71	116	68
SPATA22	1425	1937	2969	2161	1396	1006
ASPA	1594	877	1813	1069	1569	1058
TRPV3	4440	884	1636	3230	1588	1464
TRPV1	2856	7617	4515	1868	1799	4364
RP11-235E17.2	5645	2983	8334	3660	3780	3035
SHPK	3529	7805	5808	7090	2960	2356
CTNS	3430	1708	1888	2259	2060	597
TAX1BP3	550	290	707	212	467	370
P2RX5-TAX1BP3	15366	11209	5590	8472	3773	6075
EMC6	1739	1101	1887	571	948	987
P2RX5	4120	5222	5328	3394	1871	6464
ITGAE	4951	1791	3027	4976	5061	3073
GSG2	2846	3181	3375	4342	3286	3256
NCBP3	9163	3749	4435	5212	2759	7785
CAMKK1	15358	13531	9457	10271	6040	8536
P2RX1	1996	1735	1698	983	1357	1639
ATP2A3	2077	3503	521	1241	4291	4002
ZZEF1	20	27	14	10	7	3
CYB5D2	2911	2001	2174	2437	2266	2623
ANKFY1	963	3135	626	1020	1331	1152
UBE2G1	785	2029	1714	903	1192	1525
SPNS3	70	88	75	76	87	47
SPNS2	204	175	168	123	231	123
MYBBP1A	3934	4936	6070	1674	3041	3896
GGT6	9677	5065	4558	4829	8220	6555
SMTNL2	2414	863	1949	845	641	2418
ALOX15	1352	788	428	791	1130	437
PELP1	4034	10083	9924	3656	4335	6724
ARRB2	312	490	635	194	225	310
MED11	4789	2064	4384	3848	1804	7643
CXCL16	963	1191	1401	870	1287	1618
ZMYND15	6452	2323	3630	2885	4281	3126
TM4SF5	1081	1654	1233	1062	2328	576
VMO1	3244	3549	2020	1424	1146	3290
GLTPD2	101	73	86	55	136	98
PSMB6	2023	3451	1325	1702	1215	1778
RP11-81A22.5	1955	1317	833	1056	1467	959
PLD2	2596	3203	1902	1722	3121	1673
MINK1	5221	7989	7497	9290	9105	5892
CHRNE	2381	4229	2573	1130	3844	4963
C17orf107	14375	10121	14649	10349	8432	11644
GP1BA	413	259	603	505	464	669
SLC25A11	149	146	115	70	195	133
RNF167	299	575	474	559	335	488
PFN1	1447	1235	1161	1481	1126	1441
ENO3	907	2572	1616	1212	609	1110
SPAG7	119	460	654	413	471	209
CAMTA2	3196	8480	9801	2115	4317	3212
INCA1	3398	2258	2488	2340	2723	1675
KIF1C	133	260	132	327	69	235
SLC52A1	2387	2208	3069	3381	3284	2278
ZFP3	5581	5607	9181	4164	3956	2620
ZNF232	2739	3449	3184	2003	3157	5162
USP6	694	523	948	514	693	825
ZNF594	95	250	187	125	164	143
SCIMP	1421	1080	692	1264	2234	620
RABEP1	1370	1109	685	577	1410	1046
NUP88	1873	3996	3827	2132	2134	3453
RPAIN	2202	1076	929	1035	2798	1092
C1QBP	68	53	51	28	41	30
DHX33	1980	4028	2867	898	2157	1761
DERL2	686	1735	706	2165	2335	693
MIS12	14356	19589	9178	14222	13120	14987
NLRP1	1409	1099	1159	242	900	651
WSCD1	2230	1467	1013	1010	1387	1424
AIPL1	2816	1242	2065	2584	1325	2364
FAM64A	3855	7234	9377	9611	6485	5469
PITPNM3	1618	1531	1334	769	554	334
KIAA0753	3065	3416	2396	4989	3357	4880
CTC-281F24.5	3362	5876	5921	3744	2509	6297
TXNDC17	5545	834	9148	3279	3617	3978
MED31	2894	4823	5658	2941	3680	3716
C17orf100	13392	17628	8150	11693	13033	13068
SLC13A5	350	248	233	89	296	109
XAF1	10203	5830	4518	4365	3800	3111
FBXO39	3134	3141	2397	1173	1843	2130
TEKT1	308	93	120	123	105	114
ALOX12	3863	2677	1775	1212	1296	1228
RNASEK	607	623	893	593	485	906
RNASEK-C17orf49	403	288	408	345	528	715
C17orf49	7468	7780	10304	6342	1603	4170
BCL6B	645	1041	458	303	559	200
SLC16A13	455	335	392	261	387	384
SLC16A11	6995	4239	1892	4801	2805	6387
CLEC10A	622	284	562	408	547	560
ASGR2	5267	5396	3523	1860	1744	1693
ASGR1	4986	4156	2961	3102	1811	1244
DLG4	1037	1365	1310	1000	1279	948
ACADVL	461	750	1202	327	368	368
DVL2	6556	8848	5229	6434	3079	4689
PHF23	8591	5230	6425	7151	5756	5229
GABARAP	6190	7396	6009	6465	5949	6653
CTD-2545G14.7	8462	10006	11713	12054	8621	4457
CTDNEP1	43	58	85	62	38	49
RP1-4G17.5	15290	10179	5922	6544	2756	9348
ELP5	1751	2119	2286	424	2571	883
CLDN7	2811	1552	962	2347	1085	2659
SLC2A4	4868	4536	5859	2269	2672	3629
YBX2	1982	2160	1622	1466	1780	3832
EIF5A	7152	3471	2508	4341	2522	6824
GPS2	3741	2390	2777	2548	3281	4877
RP11-542C16.2	2025	2271	3811	1483	1262	2589
NEURL4	518	2942	2883	4646	2177	3226
ACAP1	2884	2699	4596	3007	1919	4456
KCTD11	8086	18034	6841	8474	5841	13793
TMEM95	153	120	157	174	92	211
TNK1	4003	1718	5535	2785	2775	1954
TMEM256-PLSCR3	6933	3664	1629	4833	2021	5562
TMEM256	827	380	1085	782	306	809
NLGN2	1967	966	608	1013	670	1089
SPEM1	3015	1291	2892	1411	1790	2042
C17orf74	1439	2846	2019	1097	2076	3356
RP11-104H15.12	30957	12623	17071	16925	18000	24001
TMEM102	1868	4953	5853	2295	3322	4062
FGF11	2630	5664	5343	4709	6508	5675
CHRNB1	1253	406	894	328	1069	1326
ZBTB4	1170	3303	875	1758	844	948
SLC35G6	711	2665	1581	1230	1717	675
POLR2A	158	776	1032	675	1036	752
TNFSF12	669	811	354	309	387	269
TNFSF12-TNFSF13	386	526	268	1063	268	391
TNFSF13	78	31	51	52	79	97
SENP3	5719	3403	2001	3611	2358	2189
SENP3-EIF4A1	493	566	410	424	304	269
EIF4A1	4065	3096	2879	2301	1600	1248
CD68	2862	2263	2906	1154	3805	3216
MPDU1	1653	1353	1628	1493	1728	2286
SOX15	2985	2946	1828	1098	1281	1179
FXR2	1906	1643	5357	1220	1428	2293
SHBG	5150	4609	5910	4800	3726	1957
SAT2	876	1175	2379	3483	762	2592
ATP1B2	1427	874	763	1487	1119	1304
TP53	3643	4400	5002	4648	4464	3794
WRAP53	1235	1673	5848	1550	1619	3573
EFNB3	1054	950	869	609	908	484
DNAH2	4529	8386	6617	4197	6344	8762
KDM6B	2397	1080	1634	2630	1181	3431
TMEM88	8715	6576	3719	2031	2957	2593
NAA38	2857	4804	5176	2814	2479	3742
CYB5D1	405	489	341	368	438	193
CHD3	391	228	305	205	318	273
AC025335.1	1485	4452	2532	2023	2153	2913
AC104581.1	10835	6288	9115	6710	2823	1321
KCNAB3	237	590	790	182	356	288
RP11-1099M24.7	2831	2502	1713	1622	3380	2820
TRAPPC1	3303	7626	2523	2349	2714	4689
CNTROB	1613	4993	4422	2448	3055	2783
GUCY2D	3073	5474	4973	4220	5084	5344
ALOX15B	1282	1842	1507	1145	2572	1328
ALOX12B	1373	493	474	1026	630	625
ALOXE3	5332	2306	6995	2708	4282	1179
HES7	7776	3820	3595	5302	6421	5926
PER1	1465	1374	2451	620	1180	1995
RP11-599B13.6	3171	4225	5194	3324	5886	8025
VAMP2	14274	19415	13408	4153	11094	4551
TMEM107	1817	2461	1767	3809	2505	3794
BORCS6	2612	2287	1765	1035	1061	1284
AC129492.1	31	14	9	15	23	20
AURKB	2347	2091	1444	1850	2483	2083
CTC1	3249	5310	4010	4243	6037	2099
PFAS	1824	3002	4911	1815	4970	2131
SLC25A35	1598	2630	2476	741	1062	1875
RANGRF	6145	7575	5884	2794	6454	5082
ARHGEF15	1589	1506	1312	2057	1022	520
ODF4	131	219	367	273	421	194
KRBA2	3541	1642	5744	1689	2186	1876
RP11-849F2.7	4373	15994	5925	11176	7869	13650
RPL26	13947	7407	9976	5877	11031	8091
RNF222	4635	3277	5119	5695	2837	4013
NDEL1	3457	1960	1618	1258	3020	3654
MYH10	525	368	414	222	503	472
CCDC42	6547	4798	8979	4072	8286	5416
SPDYE4	1093	2126	1485	1291	954	1197
MFSD6L	7149	6778	4073	8578	6770	6414
PIK3R6	881	1279	1068	1129	653	1691
PIK3R5	1159	1128	1174	883	298	682
NTN1	4091	1098	2598	2099	1491	2541
STX8	210	348	365	302	415	353
CFAP52	2967	4895	4030	2624	3311	1497
USP43	3740	2283	2203	2353	1985	2680
DHRS7C	12010	7045	9678	9135	8233	5802
GSG1L2	1658	2107	1536	1429	2398	1085
GLP2R	8767	7403	9762	4175	10076	11273
RCVRN	3630	1858	1943	805	1231	985
GAS7	2223	1798	1025	1106	789	1093
MYH13	777	713	511	351	405	447
MYH8	1589	1363	1455	723	869	1452
MYH4	401	663	1320	646	967	1074
MYH1	4725	9270	7796	1108	3251	6190
MYH2	400	444	437	737	538	216
MYH3	388	368	265	332	404	514
SCO1	1987	2072	3273	3340	1607	1766
ADPRM	1122	2169	1784	817	822	1540
TMEM220	3403	7099	6923	3110	2543	3005
LINC00675	1080	909	694	854	2614	369
PIRT	10865	19407	15289	9853	5730	4936
SHISA6	1545	1835	1856	1542	968	2432
DNAH9	2184	2110	2377	1655	1565	2770
ZNF18	3825	4606	7221	3971	1920	6051
MAP2K4	7609	1951	5547	3636	3417	10062
MYOCD	1218	1998	1532	1638	990	1232
ARHGAP44	30	33	30	32	55	31
ELAC2	83	103	87	71	153	58
HS3ST3A1	68	29	28	35	102	62
COX10	4745	1967	1642	1231	1547	893
CDRT15	1331	1530	1730	1108	544	454
HS3ST3B1	539	1062	1028	524	347	806
PMP22	2466	1419	1012	622	869	916
TEKT3	18973	8730	24320	22591	5899	7543
CDRT4	307	342	319	99	255	156
TVP23C-CDRT4	248	236	190	102	305	209
TVP23C	14	2	8	5	3	10
CDRT1	11059	8393	6695	2542	2228	3806
RP11-385D13.1	560	447	593	643	591	274
TRIM16	433	377	207	240	218	139
ZNF286A	4039	8148	3191	9511	4006	2587
TBC1D26	2054	2571	1247	1167	710	1020
ADORA2B	373	677	299	231	471	433
ZSWIM7	88	191	242	189	107	208
TTC19	1780	3316	2570	3575	1306	3931
NCOR1	1394	6209	2938	1521	1517	2489
PIGL	5013	6351	6630	1914	5219	2461
CENPV	1516	1775	2472	1560	1864	3530
UBB	231	186	354	171	156	268
TRPV2	3651	4563	2091	1567	1766	2286
LRRC75A	5873	6109	4539	3624	2990	4662
ZNF287	13634	7182	6627	14253	14426	8029
ZNF624	6941	4654	4238	3848	4396	4126
CCDC144A	4826	1012	2002	2204	1778	1916
RP11-219A15.1	5066	3803	4245	1783	2441	6294
TNFRSF13B	2404	1782	2007	1154	3111	2401
MPRIP	5002	16042	14514	6805	6915	4362
PLD6	33	203	71	55	85	117
RP11-45M22.4	640	199	177	99	466	274
FLCN	8946	10859	9886	6501	7801	7227
COPS3	5822	3600	4677	4109	4782	4189
NT5M	4535	6570	7452	2749	2851	5820
MED9	6213	9624	28960	8066	7734	8230
RASD1	8222	5222	3709	3118	4792	6639
PEMT	4323	1917	3875	2387	2019	3016
RAI1	964	924	881	1055	1082	462
SREBF1	4080	3818	501	1770	3697	5059
TOM1L2	1039	952	1375	530	572	1040
DRC3	2368	1078	1988	262	1182	1096
ATPAF2	2410	3539	2976	2477	1839	1376
GID4	573	243	328	349	295	250
DRG2	959	1659	817	1014	1231	1223
MYO15A	8649	5931	3305	5858	5465	5588
ALKBH5	1643	2604	2714	1874	2936	2110
LLGL1	4344	2762	5259	3229	2815	2015
FLII	6904	1579	4517	4840	2894	5463
MIEF2	1237	1758	1394	981	1243	1107
TOP3A	1861	2295	2744	909	1550	2768
SMCR8	966	1290	1462	401	313	1567
SHMT1	749	258	745	749	613	539
EVPLL	1464	2150	2817	2035	2498	1436
LGALS9C	34	69	23	29	92	46
FAM106A	4007	3130	2165	3062	1895	602
TBC1D28	15401	12361	21486	10735	11916	7898
ZNF286B	5116	7105	5418	7788	3477	3885
TRIM16L	918	622	606	616	391	523
FBXW10	5202	7844	5529	13867	10577	19133
TVP23B	4893	4489	7004	5874	1699	1575
PRPSAP2	494	338	327	393	380	210
SLC5A10	932	2220	1023	1142	1482	2012
FAM83G	8489	3542	7251	5731	5772	6616
GRAP	4072	4050	3147	1426	1758	658
GRAPL	641	222	504	700	365	414
EPN2	1985	5370	9613	1922	1405	1507
B9D1	948	551	1005	930	295	733
MAPK7	3819	1766	2085	1283	1418	2790
MFAP4	8853	9006	8183	5019	2280	6423
RNF112	3679	3360	6917	5035	10551	4814
SLC47A1	1713	1502	801	903	549	1129
ALDH3A2	829	633	701	491	335	172
SLC47A2	2705	3709	1976	1230	1274	1996
ALDH3A1	8008	11683	6252	4595	5676	6029
ULK2	4796	6147	2421	1429	1906	1703
AKAP10	3369	5887	5930	4721	4301	2675
SPECC1	88	66	49	69	51	43
LGALS9B	5045	4942	1007	3585	5883	3767
CDRT15L2	5361	2940	3695	2062	1294	2443
CCDC144NL	2354	2360	4810	1512	5173	2922
USP22	1887	996	1849	1651	1280	1061
DHRS7B	6072	6606	3209	7281	2784	5430
TMEM11	3100	5457	6799	2695	3631	3051
NATD1	797	1074	909	270	677	238
MAP2K3	164	319	77	86	99	51
KCNJ12	1150	503	1055	1397	1299	756
C17orf51	1837	1020	652	1096	546	840
KCNJ18	5687	4873	3158	7632	4755	4566
ABC13-47656900H15.1	893	977	1282	898	1551	831
MTRNR2L1	1811	1768	1240	1327	1236	1785
WSB1	1014	2470	1759	2091	1391	2612
KSR1	8533	5606	7954	6175	9905	4801
AC015688.3	1390	2520	1832	1897	1699	1626
LGALS9	329	3192	1981	974	937	2936
NOS2	667	405	742	540	504	622
RP1-66C13.4	995	941	1271	432	796	631
LYRM9	4909	3015	1762	4678	2211	4117
NLK	2522	2669	747	3313	1613	2264
TMEM97	1427	1116	1346	1101	3361	1750
IFT20	1913	1332	664	1050	1192	2055
TNFAIP1	1644	1079	2655	1953	1223	1590
POLDIP2	2620	3867	2841	2233	1153	2697
TMEM199	1556	2879	1955	2952	993	2895
SEBOX	3705	1705	1964	2069	2881	2212
CTB-96E2.2	7016	3885	5403	6766	3758	3531
SARM1	6137	4365	2576	2602	1926	2646
VTN	461	284	645	437	311	1036
SLC46A1	1372	2308	3420	2893	4741	3777
RP11-192H23.4	47	52	38	73	36	41
SLC13A2	54	41	24	43	55	67
FOXN1	63	92	35	37	19	61
UNC119	14819	11922	4268	6173	9927	7139
PIGS	1865	2918	1811	1266	3059	1857
ALDOC	244	158	312	159	146	202
SPAG5	705	938	716	481	986	880
SGK494	1805	618	883	356	1381	895
KIAA0100	211	204	365	132	189	173
SDF2	5442	8541	6321	5368	6847	4079
SUPT6H	17156	10803	8911	12142	18403	13943
PROCA1	7216	10501	3458	5751	8898	5349
RAB34	589	890	1160	307	239	916
RPL23A	1900	2971	3778	2069	6832	1598
TLCD1	11263	8054	11081	6017	3209	8613
NEK8	1364	1612	1713	1599	794	662
TRAF4	1379	1084	1430	1422	933	1666
FAM222B	3742	1380	3330	1335	2735	1045
ERAL1	1134	3627	3527	1876	4427	1669
FLOT2	4019	5087	3123	3045	2149	2146
DHRS13	8065	4762	5576	1854	4939	6406
PHF12	441	185	325	250	414	344
PIPOX	2448	2255	1586	2703	3053	1740
SEZ6	2523	4492	1557	3213	2612	2345
MYO18A	2766	1275	2279	2042	1614	2960
TIAF1	502	764	553	191	310	304
CRYBA1	7507	11491	6475	5036	6793	4569
NUFIP2	2084	1389	3451	2449	2332	3074
TAOK1	594	292	512	290	89	128
ABHD15	5970	5447	5305	4420	2206	2048
TP53I13	1126	1099	1426	1064	1320	1396
GIT1	702	132	65	129	285	402
ANKRD13B	1805	1376	2826	1028	1646	2340
CORO6	585	506	483	471	564	254
SSH2	7061	5835	3439	2016	5374	4064
EFCAB5	2172	1299	987	1444	2491	2665
NSRP1	1166	563	1031	772	966	888
SLC6A4	2171	2609	1916	3650	3253	2241
BLMH	1239	2008	2011	462	1995	1420
TMIGD1	94	672	476	440	551	245
CPD	369	853	692	388	557	519
GOSR1	608	850	1408	1342	751	912
TBC1D29	5561	5309	7460	8552	6513	6932
CRLF3	3692	6402	3545	5564	3929	3489
ATAD5	690	1080	940	1044	468	653
TEFM	7	13	7	3	3	9
ADAP2	184	94	262	255	176	150
RNF135	3805	3300	2592	1421	1259	2289
NF1	2114	1611	2025	1052	809	1361
OMG	4528	7149	3902	3283	3107	2209
EVI2B	1232	2772	3600	3698	6604	7272
CTD-2370N5.3	1467	1125	1112	425	914	348
EVI2A	1045	2085	885	2136	1556	1665
RAB11FIP4	920	1395	3139	1134	691	1165
COPRS	946	704	641	423	697	726
UTP6	2606	3251	1314	1122	1810	1156
SUZ12	546	804	559	1088	487	510
LRRC37B	1233	1438	1509	2974	1080	1739
RHOT1	2551	6907	1526	7931	5946	7495
RHBDL3	14219	8823	9951	14645	2379	11142
C17orf75	226	283	888	161	336	160
ZNF207	7276	6895	6017	5278	9642	8356
PSMD11	285	393	172	391	364	240
CDK5R1	1423	1706	1698	1974	2333	3010
MYO1D	1316	807	744	589	748	506
TMEM98	3809	5164	3923	1621	4956	2643
SPACA3	709	1751	1202	1447	865	1120
ASIC2	7887	3797	6065	6188	3339	5289
CCL2	299	159	554	170	346	282
CCL7	5151	3227	6065	3730	4681	3722
CCL11	2833	3787	2423	3389	1017	2833
CCL8	1711	1072	1538	1106	1017	2107
CCL13	345	192	255	297	339	310
CCL1	2045	3842	2219	2515	929	1084
TMEM132E	724	1281	730	711	639	856
CCT6B	675	430	603	618	355	536
ZNF830	1018	1144	1379	539	611	702
LIG3	2459	1564	1485	989	2054	1396
RFFL	22518	19046	35114	17385	6530	9993
RAD51L3-RFFL	4877	2706	2617	1768	1379	1551
RAD51D	718	5222	1870	2107	1782	1508
FNDC8	2191	2207	4275	1457	2510	5704
NLE1	6050	4058	6366	2257	4036	2924
UNC45B	345	801	344	572	375	870
SLC35G3	8213	15497	8400	10212	5837	17144
SLFN5	6001	7881	7656	4091	4015	5044
SLFN11	4991	20048	4159	7339	4341	7017
SLFN12	3756	5149	7307	1088	1656	1653
SLFN13	614	984	1242	632	674	834
SLFN12L	3336	3112	2138	2153	1371	2206
SLFN14	1340	612	928	2906	2669	1375
PEX12	1300	663	613	825	977	2054
AP2B1	1395	675	1009	926	1459	1215
TAF15	2692	7011	4487	5675	8255	9988
RASL10B	262	265	207	107	106	99
GAS2L2	627	537	478	487	711	538
MMP28	4102	3939	2547	6822	4849	1540
C17orf50	3508	4859	4812	5126	4721	1912
HEATR9	905	1415	736	372	776	958
CCL5	211	184	173	193	84	167
RDM1	3263	2562	1809	2880	2532	2841
LYZL6	3799	2012	2246	3070	1094	1174
CCL16	3931	2771	4237	2462	2834	2381
CCL14	906	1454	3081	2189	1856	562
CCL15-CCL14	7834	6203	5187	10557	6544	5408
CCL15	4387	3094	14344	6649	6641	4575
CCL23	612	992	510	707	377	755
CCL18	1630	2220	1343	2382	1121	1760
CCL3	1361	4027	3710	4361	3275	1451
CCL4	3615	2647	1906	1382	1200	1970
TBC1D3B	2013	3086	3948	5784	2990	2584
CCL3L3	42	51	29	31	58	43
CCL4L2	2825	3190	1893	2674	4134	5300
TBC1D3I	791	1085	808	295	464	428
TBC1D3G	1525	1823	614	551	825	1688
TBC1D3H	163	32	83	78	141	150
TBC1D3F	1317	386	2425	2090	1287	2609
ZNHIT3	2420	1141	1031	2041	1350	1659
MYO19	4942	5004	10652	4013	2409	2467
PIGW	2420	5221	2919	1153	1449	4855
GGNBP2	7855	12650	8188	8197	15933	11188
DHRS11	3241	2884	4801	1689	2174	4314
MRM1	730	1500	631	547	436	603
LHX1	895	469	814	446	1004	901
AATF	4871	2032	3747	821	2632	2118
ACACA	8441	8145	3982	7725	10941	8140
C17orf78	9	6	11	8	23	12
TADA2A	4884	7810	10559	3611	5568	15301
DUSP14	1731	2646	3458	3114	4618	3611
SYNRG	2872	1773	2314	1492	1969	3257
DDX52	1131	1080	695	433	1155	662
HNF1B	2180	4324	5739	3128	4670	2355
TBC1D3K	2919	7339	6615	4251	5249	1938
TBC1D3L	1988	5251	1735	2680	1380	4187
TBC1D3D	2809	1728	3451	2579	2916	2245
TBC1D3C	5791	1576	4120	4995	1795	3433
TBC1D3E	4460	3898	5119	1745	3117	1377
TBC1D3	1599	1134	728	758	743	810
MRPL45	3984	3670	3688	3147	2228	1729
GPR179	803	462	897	288	654	289
SOCS7	4519	2848	1967	1311	1920	5916
ARHGAP23	3285	2875	5271	5749	3719	4774
SRCIN1	3253	4076	6775	8364	2381	3928
C17orf96	827	1460	691	1022	1005	1303
MLLT6	1101	1467	949	1714	1493	1831
AC006449.2	2209	1341	2247	2528	1596	2221
CISD3	1799	1033	951	891	1739	1247
PCGF2	178	1107	422	362	168	399
PSMB3	931	1773	1340	706	830	241
PIP4K2B	1005	1707	1253	1236	782	591
CWC25	597	984	965	795	821	878
C17orf98	3483	3666	4026	3075	3941	2949
RPL23	629	250	246	140	297	377
LASP1	5577	4039	6596	5361	4933	3454
LINC00672	4795	10297	16199	8057	4069	9820
FBXO47	7242	4287	2636	3047	3922	4411
PLXDC1	718	419	555	229	604	344
ARL5C	2286	2145	1547	2150	1075	1327
CACNB1	3998	1362	2499	3817	2017	2341
RPL19	2908	4075	6652	1877	1897	4801
STAC2	1112	1389	1617	1061	2680	1260
FBXL20	1544	701	771	610	729	764
MED1	486	424	469	594	131	300
CDK12	6635	7775	12471	6138	6441	2259
NEUROD2	13209	10060	4444	5264	4293	5949
PPP1R1B	1109	729	1540	685	728	1101
STARD3	125	249	172	70	93	178
TCAP	1196	246	318	335	359	576
PNMT	839	1385	330	461	1018	621
PGAP3	317	683	503	604	437	315
ERBB2	252	214	341	243	323	80
MIEN1	6872	6514	2413	2487	3318	1527
GRB7	4780	3600	5836	4350	2114	3478
IKZF3	15922	10820	12428	14593	18816	15740
ZPBP2	252	638	343	312	248	490
GSDMB	11562	15709	17234	10771	7082	3498
ORMDL3	8358	2955	3697	1679	5168	3251
LRRC3C	5807	5973	3199	2398	2058	4851
GSDMA	1557	3418	965	1940	701	1700
PSMD3	535	301	411	155	560	208
CSF3	13990	5855	8462	5159	4563	6442
MED24	2025	7902	6558	2844	4427	3931
THRA	4485	6304	2288	2125	4053	1369
NR1D1	851	811	784	548	526	1158
MSL1	8295	5552	5926	3703	2449	3202
CASC3	301	104	221	167	73	112
RAPGEFL1	6031	3175	4495	5940	3224	2672
WIPF2	268	684	811	530	761	413
CDC6	1861	1406	1575	2050	1966	2726
RARA	486	307	334	160	523	932
GJD3	164	189	205	265	226	97
TOP2A	444	269	140	146	165	605
IGFBP4	2546	9893	6002	4068	3802	2209
TNS4	1837	1523	2983	682	1335	1071
CCR7	743	925	1564	1588	1295	777
SMARCE1	7764	3369	7026	1780	1252	1789
RP5-1028K7.3	10745	7450	6464	8301	7298	7228
KRT222	11620	7356	7394	2919	5420	8329
KRT24	12495	12213	3040	3235	4010	6769
KRT25	3473	3515	3100	3989	2536	1994
KRT26	690	1959	1606	1220	1062	1627
KRT27	1803	5238	4566	3364	1777	4675
KRT28	6497	7750	7867	5350	9125	5257
KRT10	2772	2977	1194	881	1275	939
TMEM99	9712	3141	7944	5238	6041	4052
KRT12	4694	5043	4785	4539	7234	5398
KRT20	821	1083	484	490	316	631
KRT23	4049	6127	3707	4133	4324	4573
KRT39	567	938	2016	506	446	1566
KRT40	1695	2487	4681	2302	2978	1994
KRTAP3-3	3086	2406	4430	6220	1795	8310
KRTAP3-2	7101	2298	4491	4050	6626	3997
KRTAP3-1	1541	1220	1291	767	1335	1655
KRTAP1-5	1326	1454	838	1097	396	898
KRTAP1-4	2454	3437	2377	3394	3905	4267
KRTAP1-3	857	1254	291	1051	411	1082
KRTAP1-1	4507	5970	2342	4189	2218	6151
KRTAP2-1	1	2	1	0	1	2
KRTAP2-2	1093	1323	728	572	1176	1145
KRTAP2-3	4009	3125	2473	2162	4780	1916
KRTAP2-4	634	919	223	360	454	532
KRTAP4-7	1440	912	726	1256	886	1365
KRTAP4-8	6498	2860	10332	7552	5851	4022
KRTAP4-16	2549	4110	3829	1179	3869	2556
KRTAP4-9	4225	2964	1828	2342	3074	5469
KRTAP4-11	2841	3527	1453	1752	3704	2401
KRTAP4-12	53	75	45	67	111	41
KRTAP4-6	2855	2251	3638	1873	1566	1652
KRTAP4-5	2918	1286	821	1499	1921	2075
KRTAP4-4	3586	2842	5380	5157	4037	5847
KRTAP4-3	1291	2834	2047	978	2158	2964
KRTAP4-2	5629	4398	3235	2747	10950	3886
KRTAP4-1	4579	4220	2477	3675	6377	914
KRTAP9-1	434	739	1212	400	607	605
KRTAP9-2	282	232	212	201	283	291
KRTAP9-3	1967	1598	2961	1575	2413	1443
KRTAP9-8	12877	7464	7473	9445	4586	2980
KRTAP9-4	1279	1778	3689	1545	2961	1946
KRTAP9-9	2721	2535	2965	1884	2065	1623
KRTAP9-6	7768	9300	7391	7245	5541	9633
KRTAP9-7	7	13	18	17	17	2
KRTAP29-1	1040	3131	2706	2285	1628	2537
KRTAP16-1	3396	2820	4209	2900	2248	1930
KRTAP17-1	261	321	267	226	340	337
KRT33A	622	392	405	519	257	482
KRT33B	4230	4728	2859	4480	2035	5752
KRT34	5916	6621	2696	2731	1604	2094
KRT31	5411	6346	6950	5904	5724	4250
KRT37	4677	4251	7865	9829	5148	11001
KRT38	481	584	437	1149	473	477
KRT32	49	125	44	65	100	29
KRT35	2744	1675	1521	1664	1619	2497
KRT36	7638	5928	4580	3712	4201	12271
KRT13	6483	3590	3806	2658	3546	3371
KRT15	2731	1132	2157	1431	919	803
KRT19	878	1323	1975	879	2213	1116
KRT9	185	275	487	233	183	435
KRT14	6733	3956	5398	2279	3832	2879
KRT16	3159	4719	2246	1676	3236	2370
KRT17	6633	8393	12157	4347	2926	4666
EIF1	586	693	623	695	965	877
GAST	1091	2406	1100	2454	1314	876
HAP1	269	291	500	177	206	241
JUP	407	203	455	229	163	187
P3H4	1908	2719	1129	2738	1889	1454
FKBP10	1555	3455	1627	1876	3088	2172
NT5C3B	2748	4646	9462	3435	3837	4530
KLHL10	771	1601	1631	980	742	1246
KLHL11	2309	1636	5872	902	2153	2096
ACLY	620	228	767	580	341	556
TTC25	405	485	651	884	632	324
CNP	2639	3052	2185	3517	1547	1681
DNAJC7	92	153	304	53	116	347
NKIRAS2	258	920	459	443	860	592
ZNF385C	1092	1375	1235	976	871	1125
DHX58	10641	6038	16636	10864	6243	9840
KAT2A	4139	6331	2887	1799	3329	4415
CTD-2132N18.3	1918	1820	2659	1576	1281	606
HSPB9	1092	2676	767	1038	2511	1442
RAB5C	170	301	314	141	224	341
KCNH4	745	163	682	326	603	262
HCRT	701	617	2676	998	1504	855
GHDC	10298	6768	10215	4116	4296	6186
STAT5B	466	187	264	115	118	171
